output_batch_id,PAIRED,LOSS-VAC,FLOW-FAC,DBULK,PRESSURE,SHRINKAG,DPRES_LU,4PS (G),DSINTER,HV10,A2 15-20,A2 20-75,A275-125,A2 >125,MICRPO-A,MICRPO-B,MICRPO-C,HM25-75,HM75-125,HM>125,SM25-75,SM75-125,SM>125,CONTB 25,CONTB 75,CONTB125,CONTB175,AGB15-20,AGB20-75,AGB75-12,AGB >125,SUM15-20,SUM20-75,BATCH_NB,4PS (S),HC,T°C_SINT,OVEN_BAT,TRS,%CTOT_LU,CO%,CR2N%,TIC%,TANBC60%,MO2C%,NI%,WC%,VC%,CONTR 25,CONTR 75,CONTR125,LOSS-H2,FS_AS_V,FSASTM_V,%CTOT_V,%CFREE_V,%O_V,D10_ASTM,D50_ASTM,D90_ASTM,BET_V
2023,,1.788040272,3.861777937,3.277083158,1492.067451,21,8.420254029,155.0794133,14.65062322,1424.371378,12.74707264,1.02592674,0.0,0.0,0.013135689,0.0,0.050018774,0.017426763,0.008568876,0.0,0.013927815,0.004456734,0.0,0.0,0.0,0.008115261,0.0,0.006654596,0.0,0.002921164,0.0,11.94158243,0.947609786,62396.10416,162.2525823,149.7905033,1420.07392,6919.92864,,,,,,,,,,,,,,,,,,,,,,,
2025,,1.780527756,3.878677422,3.404245695,1493.734231,21,8.426693203,153.9121237,14.63121084,1399.899082,24.11600133,2.940522718,0.007827585,0.0,0.006262684,0.007731334,0.0,0.0,0.001870494,0.0,0.0,0.0,0.0,0.0,0.0,0.007938345,0.0,0.0,0.016692735,0.001968059,0.0,24.41548296,3.015984702,62522.16445,161.1762259,153.3173028,1420.497919,7231.038209,,,,,,,,,,,,,,,,,,,,,,,
2027,,1.798561793,4.058654584,3.308036882,1498.353151,21,8.431554709,153.0201262,14.61029137,1427.209674,11.11251218,1.994562018,0.0,0.0,0.003987933,0.0,0.034310924,0.0,0.006991943,0.0,0.002726776,0.0,0.003558576,0.0,0.0,0.00916386,0.0,0.010618864,0.0,0.008002324,0.0,11.31769496,1.9175527,,150.8817204,172.0429131,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,1.798499068,3.694788506,3.296147148,1523.844309,21,8.416913523,152.779533,14.64039517,1404.984212,11.14553304,2.019465346,0.0,0.0,0.016475969,0.0,0.0,1.018943165,0.009785154,0.0,2.059684313,0.00641445,0.002980711,0.0,0.001066839,0.0,0.0,0.010636569,0.010669158,0.003597939,0.004360632,12.84456246,2.028234837,,153.0555714,172.7575034,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,1.806096418,4.491367512,3.355890484,1559.862628,21,8.39385352,154.936283,14.62919482,1402.649983,23.60081173,2.028231747,0.0,0.0,0.0,0.025647395,0.0,1.035433077,0.0,0.0,0.978725618,0.008714971,0.003627592,0.0,0.006105162,0.00743838,0.0,0.0,0.0,0.00869148,0.003236858,24.52955899,2.074384948,,155.0969867,168.9886783,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,1.775943762,4.32952973,3.474142328,1470.728846,21,8.409219154,154.7953253,14.62882564,1407.418491,23.77486507,2.066928683,0.0,0.0,0.01630344,0.023542256,0.0,2.03664508,0.00587461,0.0,6.975039737,0.001011997,0.005131646,0.0,0.00363907,0.000472405,0.0,0.0,0.009716817,0.0,0.001280624,23.46175897,2.057938265,,153.8294375,168.6323651,,,,,,,,,,,,,,,,,,,,,,,,,
2035,63206.0,1.742391583,4.727060344,3.545181359,1285.092856,21,8.541974572,154.946628,14.63056365,1390.918301,10.26081437,0.045986769,0.001034191,0.0,0.0,0.0,0.017854249,0.0,0.0,0.0,0.959327653,0.0,0.000618911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003354949,9.822357672,0.0,62491.62135,155.8823931,158.068448,1420.536038,4460.412045,,,,,,,,,,,,,,,,,,,,,,,
2037,63208.0,1.735768649,4.433009241,3.526603524,1241.453481,21,8.552800679,154.9162603,14.62953889,1390.962925,12.80631082,0.042097667,0.002653073,0.0,0.002872785,0.022103981,0.0,0.064202387,0.005251586,0.0,0.039534004,0.00663525,0.0,0.0,0.0,0.002718789,0.0,0.0,0.002810318,0.00540435,0.00786219,12.95791287,0.0,,153.8792511,161.0412553,,,,,,,,,,,,,,,,,,,,,,,,,
2039,63218.0,1.716083613,4.475116953,3.495909477,1258.435986,21,8.547969801,157.0440971,14.64097271,1391.968691,48.770776,2.037934804,0.0,0.0,0.004804705,0.005824313,0.0,0.945422862,0.0,0.0,1.040032518,0.002030831,0.0,0.0,0.0,0.003663209,0.0,0.016082926,0.0,0.002928824,0.0,48.41709938,2.06994151,62199.97039,165.2476305,143.7495734,1420.154526,6480.512865,,,,,,,,,,,,,,,,,,,,,,,
2040,63217.0,1.711484637,4.768085165,3.455331097,1249.528315,21,8.550274201,156.0064324,14.63928774,1390.41971,47.61456797,2.057165054,0.0,0.0,0.0,0.0,0.0,0.991654755,0.001892596,0.0,1.05473216,0.002690019,0.004961304,0.0,0.005866295,0.0,0.0,0.004691179,0.0,0.00602415,0.007042272,48.27207159,1.918002789,,157.9381359,153.2264698,,,,,,,,,,,,,,,,,,,,,,,,,
2042,63219.0,1.725597591,4.525101995,3.504707317,1243.65503,21,8.547540775,157.2000688,14.60959416,1393.302952,48.67593817,0.967872392,0.002473396,0.0,0.0,0.0,0.0,0.0,0.007665044,0.0,0.0,1.0,0.0,0.0,0.0,0.001852561,0.0,0.0,0.0,0.002456224,0.008205522,47.33157225,0.918337837,,155.9771756,155.9364725,,,3305.145514,,,,,,,,,,,,,,,,,,,,,,
2044,63231.0,1.713789478,4.211874641,3.493339849,1243.18525,21,8.547807431,156.2106046,14.60021001,1391.6317,47.97606559,2.024724434,0.003146196,0.0,0.009869405,0.01428552,0.0,0.0,0.008080385,0.0,0.0,0.005753754,0.0,0.0,0.0,0.0,0.0,0.001022373,0.0,0.0,0.0,47.82108865,2.047514631,,160.7576832,153.7557884,,,,,,,,,,,,,,,,,,,,,,,,,
2046,63237.0,1.752234987,4.146590518,3.446147018,1352.704722,21,8.502751396,155.9450764,14.66906508,1399.177548,5.331650379,0.0,0.0,0.0,0.010281424,0.0,0.02170821,0.932678704,0.0,0.0,0.0,0.0,0.0,0.0,0.008305149,0.0,0.0,0.0,0.0,0.004448623,0.00616839,4.159350842,0.0,,150.0803163,169.1491148,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,1.727089696,4.117689929,3.42642094,1249.176413,21,8.546539202,156.2120555,14.63082037,1461.0,4.574908335,0.0,0.000224175,0.0,0.0,0.0,0.051529714,1.045014353,0.008865375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002537517,0.0,0.002633861,5.496746059,0.0,,148.075958,189.3925864,,,,,,,,,,,,,,,,,,,,,,,,,
2050,63239.0,1.706367265,4.207630052,3.387181111,1315.877959,21,8.512010078,156.2258459,14.64976769,1398.284753,5.949121861,0.0,0.007398325,0.0,0.01660001,0.001948146,0.0,0.057571027,0.0,0.0,0.063311664,0.000258168,0.0,0.0,0.0,0.007141281,0.0,0.0,0.004141697,0.002594197,0.003170154,5.953301896,0.0,,148.0639658,171.2879259,,,,,,,,,,,,,,,,,,,,,,,,,
2051,,1.640678455,4.308927656,3.411962628,1327.676225,21,8.510022732,155.9567376,14.66004078,1411.947219,0.0,0.007075425,0.004880817,0.0,0.0,0.0,0.048460199,0.0,0.006061031,0.0,0.002280042,0.0,0.003411581,0.0,0.0,0.0,0.0,0.0,0.007303946,0.0,0.003767151,0.0,0.0,62223.95041,157.7635395,155.5538597,1420.0,4304.773419,,,,,,,,,,,,,,,,,,,,,,,
2053,,1.713930077,4.887752396,3.506325477,1256.879072,21,8.553323965,157.7606913,14.63019467,1398.695787,1.475112255,0.0,0.007560825,0.0,0.00737523,0.010102916,0.0,0.0,0.0,0.0,0.045375939,0.0,0.002926499,0.0,0.008297551,0.0,0.0,0.013012983,0.01007656,0.0,0.0,0.845609277,0.0,,149.7238377,164.5836432,,,,,,,,,,,,,,,,,,,,,,,,,
2055,,1.629490141,4.793405799,3.52724999,1279.834564,21,8.542973438,154.1780304,14.65135413,1390.536287,11.72143651,0.072915754,0.0,0.0,0.018859793,0.003161761,0.053883156,1.955201023,0.0,0.0,0.959356205,0.0,0.0,0.0,0.0,0.007821008,0.0,0.0,0.013680167,0.0,0.005489179,11.18398614,0.048375926,62463.38221,157.9976537,153.9568012,1420.019373,4424.515213,,,,,,,,,,,,,,,,,,,,,,,
2057,63410.0,1.754014558,4.180230198,3.515429833,1270.829628,21,8.536196102,153.7654801,14.6305316,1415.528826,11.06450067,0.081363387,0.008299097,0.0,0.00205693,0.005015861,0.0,1.983165681,0.0,0.0,1.950650169,1.0,0.0,0.0,0.0,0.0,0.0,0.017471705,0.011598181,0.0,0.001829499,11.34232605,0.011395485,,148.2920337,166.212141,,,,,,,,,,,,,,,,,,,,,,,,,
2060,63517.0,1.766103326,4.351617193,3.383001643,1314.547726,21,8.519936746,154.23024,14.65072342,1400.197741,23.85700295,0.913087379,0.001585789,0.0,0.0,0.0,0.0,0.06518194,0.002425123,0.0,0.0,0.0,0.004662196,0.0,0.002207277,0.0,0.0,0.00418366,0.0,0.0,0.0,23.18574292,0.98750684,62315.46707,162.2088998,151.6105976,1420.0,7015.598333,,,,,,,,,,,,,,,,,,,,,,,
2062,63519.0,1.745285202,4.214070909,3.509464899,1305.163764,21,8.529498211,152.7995792,14.64952378,1401.208735,23.40107871,1.008042149,0.009681831,0.0,0.019116927,0.0,0.023170622,1.993038444,0.0,0.0,0.020194043,0.0,0.0,0.0,0.0,0.0,0.0,0.001629978,0.0,0.001270311,0.0,24.54834944,0.923539169,,155.1088515,166.1103735,,,,,,,,,,,,,,,,,,,,,,,,,
2064,,1.73533478,4.261146775,3.424676656,1292.509586,21,8.534499443,154.8755588,14.62989804,1400.811055,11.65030067,0.0,0.0,0.0,0.018366618,0.0,0.040521016,0.02217301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000995874,0.0,0.003015061,1.982050393,0.001372111,0.0,12.90724295,1.930031201,,154.0105587,158.0040474,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,1.751342009,4.14119211,3.397734143,1282.155918,21,8.522879103,154.2123647,14.62963082,1400.491165,23.48846893,0.973021257,0.0,0.0,0.0,0.0,0.048610478,0.024141916,0.006208871,0.0,0.0,0.0,0.007371055,0.0,0.002277142,0.000929312,0.0,0.007408004,0.008031551,0.0,0.0,23.15723607,0.968780418,,153.0135575,155.831209,,,,,,,,,,,,,,,,,,,,,,,,,
2068,65540.0,1.713945892,5.23959799,3.730473585,1310.35635,21,8.524439042,,14.61916989,1402.972953,12.63698237,0.00134799,0.003564784,0.0,0.0,0.0,0.032766917,3.984466362,0.009034404,0.0,8.0,0.003775337,0.009633539,0.0,0.009816977,0.0,0.0,0.0,0.012594234,0.004061434,0.0,11.27393022,0.057429935,63399.99301,161.2129826,156.994899,1420.071115,6582.480543,,,,,,,,,,,,,,,,,,,,,,,
2070,,1.757187934,4.619340518,3.543154297,1252.102989,21,8.543830909,152.8544167,14.60019634,1401.019802,12.17807333,0.996604891,0.0,0.0,0.0,0.01029435,0.047263734,1.061124466,0.008098325,0.0,1.03320105,0.0023562,0.006043942,0.0,0.000194071,0.002357946,0.0,0.014469347,1.015932663,0.0,0.008287899,12.52178632,1.966584194,,158.1714993,151.9159772,,,,,,,,,,,,,,,,,,,,,,,,,
2071,,1.77099895,4.356176113,3.516563887,1255.872453,21,8.542377764,,14.60064665,1401.286305,11.22033302,1.019095544,0.0,0.0,0.015085929,0.000480021,0.0,0.055395549,0.005123451,0.0,0.0,0.001098951,0.0,0.0,0.004107124,0.0,0.0,0.00253934,0.0,0.003532681,0.0,11.25244562,0.952771009,,159.1678062,152.2623862,,,,,,,,,,,,,,,,,,,,,,,,,
2073,63632.0,1.790570887,4.653639196,3.441199012,1316.764875,21,8.512801245,153.9814207,14.62062727,1429.975319,5.617042871,0.023071292,0.0,0.0,0.019499305,0.0,0.022512142,0.000548245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004622095,0.012580236,0.0,0.008629365,5.700578184,0.034777392,,151.9989262,172.9929765,,,,,,,,,,,,,,,,,,,,,,,,,
2075,,1.78887132,4.513170364,3.402019991,1474.814757,21,8.441570286,155.1331901,14.61984315,1408.356773,11.59743459,0.0,0.0,0.0,0.006816423,0.019838361,0.018504786,0.0,0.0,0.0,0.0,0.0,3.11e-05,0.0,0.0,0.008260436,0.0,0.011057653,0.0,0.0,0.0,12.20388283,0.0,,155.2961857,165.1074461,,,,,,,,,,,,,,,,,,,,,,,,,
2077,,1.735361028,4.071153992,3.460941422,1331.479393,21,8.500447337,153.8035289,14.63043834,1438.926235,5.654222408,0.0,0.0,0.0,0.017922311,0.008819379,0.016217144,0.058523556,0.001940411,0.0,0.0,0.0,0.009138118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003805162,4.655924655,0.085794303,,146.0353678,180.5034398,,,,,,,,,,,,,,,,,,,,,,,,,
2079,,1.756286812,4.738781691,3.540656994,1326.68126,21,8.503406353,154.1367622,14.6106898,1439.007775,5.726759459,0.029473648,0.008303116,0.0,0.002390163,0.0,0.0,0.938369535,0.00779503,0.0,0.971111973,0.0,0.0,0.0,0.0,0.001236457,0.0,0.0,0.0,0.0,0.0,5.755883791,0.0,,149.9112313,178.995064,,,,,,,,,,,,,,,,,,,,,,,,,
2080,,1.715931571,3.968758325,3.222671596,1545.883218,21,8.402420227,163.0230254,14.67991133,1408.167327,5.286252526,0.0,0.001254304,0.0,0.0,0.017208295,0.053984174,0.010531505,0.0,0.0,0.0,0.0,0.003142732,0.0,0.006219754,0.004056298,0.0,0.011094959,0.0,0.001027155,0.0,5.352195527,0.053776034,63240.06523,156.7041921,162.057135,1420.0,4224.22882,,,,,,,,,,,,,,,,,,,,,,,
2082,63799.0,1.724847499,4.737792482,3.406460936,1658.241804,21,8.360820795,152.8911585,14.63031869,1417.172044,10.68784932,0.054192449,0.0,0.0,0.003540379,0.020129915,0.037655113,0.0,0.003129744,0.0,0.014260315,0.0,0.0,0.0,0.002906508,0.0,0.0,0.0,0.006825206,0.002683,0.003825174,9.804494538,0.0,63404.22863,157.118829,161.8832675,1420.012965,4018.772957,,,,,,,,,,,,,,,,,,,,,,,
2084,,1.702911935,4.276160174,3.455561917,1628.811943,21,8.369095523,154.2081645,14.63000104,1403.927125,5.949076209,0.0,0.0,0.0,0.008192278,0.028767054,0.0,0.059362724,0.003711332,0.0,0.0,0.002664528,0.0,0.0,0.0,0.003698841,0.0,0.006085044,0.0,0.0,0.000467877,4.975495707,0.0,,151.1047773,172.3446213,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,1.711091505,4.204453187,3.467398803,1600.603799,21,8.380123442,153.239242,14.61934091,1403.711317,11.55390779,0.0,0.0,0.0,0.00211587,0.005838836,0.040444603,0.0,0.0,0.0,0.02598268,0.0,0.0,0.0,0.0,0.008302548,0.0,0.0,0.014374169,0.001133783,0.0,11.09804719,0.0,,152.9685785,170.4673544,,,,,,,,,,,,,,,,,,,,,,,,,
2088,,1.701870116,4.111879129,3.599249157,1398.865862,21,8.472960583,154.9503591,14.63099124,1397.043613,9.925253665,0.0,0.0,0.0,0.005574166,0.0,0.0,2.956380063,0.0,0.0,0.0,0.0,0.004315893,0.0,0.007980078,0.0,0.0,0.018329027,0.013287779,0.00155586,0.001144598,9.188047596,0.0,63409.58269,153.9991897,164.1725428,1420.0,3845.952949,,,,,,,,,,,,,,,,,,,,,,,
2092,,1.697786329,4.361994248,3.60688801,1357.242081,21,8.490453335,154.0689365,14.61928914,1381.657557,9.24721598,0.0,0.00849732,0.0,0.019827098,0.0,0.0,3.046901774,0.0,0.0,0.044990507,0.0,0.0,0.0,0.0,0.0,0.0,0.005258246,0.013324359,0.0,0.0,9.627787001,0.0,,155.7134961,155.6969068,,,,,,,,,,,,,,,,,,,,,,,,,
2094,,1.741738562,4.072631054,3.542527424,1343.410584,21,8.488873454,152.8964408,14.6095044,1425.082233,5.130549484,1.997243083,0.0,0.0,0.01056145,0.012640339,0.0,1.033411947,0.0,0.0,0.0,0.003547048,0.0,0.0,0.0,0.0,0.0,0.0,0.007712535,0.009519464,0.007368861,4.797623164,1.986325795,,155.779009,164.1091909,,,,,,,,,,,,,,,,,,,,,,,,,
2096,,1.599784127,4.752364476,3.652600739,1334.981536,21,8.504086345,148.0316691,14.67966498,1403.096877,4.482107332,0.032764224,0.008581466,0.0,0.006738865,0.019940534,0.050607997,0.942709731,0.0,0.0,0.994836456,0.0,0.007562015,0.0,0.0,0.000992854,0.0,0.0,0.0,0.0,0.008737881,4.235877704,0.003213142,,145.1284944,164.9442656,,,,,,,,,,,,,,,,,,,,,,,,,
2098,,1.685532196,4.588327644,3.633973332,1355.772665,21,8.487980465,152.8474137,14.62112104,1383.247172,5.119338034,0.081770363,0.000517715,0.0,0.0,0.0,0.0,2.048275342,0.0,0.0,3.008479284,0.0,0.004598156,0.0,0.0,0.001245773,0.0,0.0,0.0,0.0,0.0,4.904959658,0.014112365,,150.7067041,160.712915,,,,,,,,,,,,,,,,,,,,,,,,,
2100,63964.0,1.775080808,4.538703645,3.553723068,1595.247709,21,8.376255153,152.1048603,14.63892309,1421.170222,5.78286632,0.0,0.0,0.0,0.009529499,0.028698112,0.012021547,0.012761697,0.0,0.0,0.047476042,0.005735376,0.0,0.0,0.0,0.0,0.0,0.0,0.007774075,0.0,0.0,5.27210549,0.0,,146.8506193,180.5373875,,,,,,,,,,,,,,,,,,,,,,,,,
2102,63966.0,1.780703407,4.474143203,3.424202337,1594.145075,21,8.379621505,150.8753907,14.60887259,1425.093633,12.19350195,0.083465296,0.0,0.0,0.001613344,0.0,0.031221185,0.038359447,0.00278302,0.0,0.018168431,0.0,0.005743671,0.0,0.0,0.0,0.0,0.003090474,0.007625619,0.0,0.000356113,11.9013644,0.010582474,,146.8190691,178.9633346,,,,,,,,,,,,,,,,,,,,,,,,,
2104,63968.0,1.852572632,4.409022859,3.504120898,1549.430854,21,8.395660414,152.1181512,14.63972618,1398.655436,18.62499142,0.044005864,0.003115325,0.0,0.013735818,0.0,0.0,0.003002538,0.0,0.0,0.0,0.006829721,0.00184506,0.0,0.0,0.004511171,0.0,0.016835795,0.01254324,0.00227944,0.0,18.63082985,0.047911058,,150.2068317,170.0269621,,,,,,,,,,,,,,,,,,,,,,,,,
2106,64142.0,1.713989352,4.296336086,3.440159073,1343.185745,21,8.500090742,155.9725489,14.6188289,1404.073658,11.50433162,0.033426484,0.005369977,0.0,0.0,0.0,0.0,0.05702806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215484,0.0,0.0,0.013486069,0.0,0.0,10.0463939,0.0,,152.2854631,161.2419798,,,,,,,,,,,,,,,,,,,,,,,,,
2108,64144.0,1.761285086,4.766183684,3.48528632,1354.583304,21,8.495845859,156.1155291,14.6105251,1390.632525,12.73001965,0.03409494,0.0,0.0,0.013519192,0.0,0.015496301,0.057838609,0.0,0.0,0.0,0.008520135,0.0,0.0,0.0,0.0,0.0,0.0,0.01442197,0.0,0.002865359,13.28588237,0.008907065,,156.8330169,157.5975031,,,,,,,,,,,,,,,,,,,,,,,,,
2110,64154.0,1.716060534,4.304748972,3.494618516,1291.225193,21,8.523325252,158.9310079,14.60078787,1403.789673,22.21747292,0.0,0.0,0.0,0.015238644,0.0,0.0,0.0,0.000361533,0.0,0.0,0.000995897,0.0,0.0,0.006614876,0.0,0.0,0.0,0.0,1.12e-05,0.0,22.25933196,0.06056415,,151.9355842,161.8063867,,,,,,,,,,,,,,,,,,,,,,,,,
2112,64161.0,1.743921495,4.775126576,3.567215337,1376.910311,21,8.486618968,157.1965479,14.59057422,1409.080265,17.44721185,0.075034779,0.003281187,0.0,0.0,0.01217837,0.0,0.0,0.006390587,0.0,0.022305772,0.0,0.000898031,0.0,0.0,0.000624422,0.0,0.0,0.000958646,0.0,0.000935646,17.56185081,0.028523233,,156.1310289,161.1637537,,,,,,,,,,,,,,,,,,,,,,,,,
2113,,1.795810594,4.422897079,3.475229732,1170.526982,21,8.573345091,157.184362,14.61965886,1413.336269,4.510540217,0.002672777,0.008674329,0.0,0.008223358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006494299,0.0,0.0,0.000888236,0.0,0.017213413,0.0,0.0,0.0,4.19815164,0.059513793,,154.8814633,163.728398,,,,,,,,,,,,,,,,,,,,,,,,,
2115,,1.749087894,4.883353653,3.603856966,1245.641764,21,8.519998509,156.173219,14.5992866,1425.420388,3.321433995,0.063486705,0.000948596,0.0,0.01935583,0.019230726,0.010272984,0.023145176,0.006324622,0.0,0.0,0.0,0.0,0.0,0.00512934,0.0,0.0,0.0,0.0,0.0,0.001226683,2.828103597,0.01220825,63531.10202,160.1820166,156.2532075,1420.0,7271.335472,,,,,,,,,,,,,,,,,,,,,,,
18727,,1.777072473,4.479350655,3.443237158,1144.893171,21,8.608702334,155.1140403,14.62872193,1409.881092,24.50688252,3.941603487,0.002852053,0.0,0.0,0.0,0.0,1.053406164,0.002141853,0.0,0.030086498,0.004674848,0.0,0.0,0.0,0.0,0.0,0.013196734,0.004530979,0.0,0.0,23.82211599,4.071654487,65022.42234,159.187483,152.2393874,1420.0,7088.00399,,,,,,,,,,,,,,,,,,,,,,,
18728,65661.0,1.774087124,4.288943245,3.492895338,1203.860976,21,8.581684397,154.789184,14.60119166,1406.077461,9.224598519,0.064661821,0.007082916,0.0,0.001797712,0.0,0.0,2.046837977,0.0,0.0,0.075639793,0.0,0.0,0.0,0.0,0.00119233,0.0,0.016008232,0.003730236,0.007928796,0.008632563,10.36823888,0.069184619,,148.717312,166.5931894,,,,,,,,,,,,,,,,,,,,,,,,,
18729,65650.0,1.776572757,4.614720056,3.493637451,1198.481396,21,8.57593413,154.7617315,14.59960841,1407.585957,9.588286976,0.048771155,0.0,0.0,0.012624301,0.0,0.0,1.986740917,0.0,0.0,0.018772577,0.00660087,0.002358985,0.0,0.008707279,0.006799795,0.0,0.005860844,0.0,0.0,0.008457548,9.89171257,0.0,,149.1596117,167.8833632,,,,,,,,,,,,,,,,,,,,,,,,,
8104,,1.793724193,4.519361135,3.555229468,1326.736991,21,8.520772969,153.8189293,14.66032912,1430.226509,5.368000072,0.0,0.0,0.0,0.0052757,0.006864215,0.0,0.048807937,0.003673299,0.0,0.002404474,0.003723566,0.0,0.0,0.0,0.000256505,0.0,0.019684744,0.0,0.0,0.006475928,4.171982616,0.0,64201.06228,152.2998897,162.143309,1420.480074,4439.777947,,,,,,,,,,,,,,,,,,,,,,,
