output_batch_id,total_pct,ingredient_count,pct_entropy,total_pct_CHG,total_pct_Co,total_pct_WC,top1_element,top1_pct,top2_element,top2_pct,mean_CHG_TANBC60%,mean_CHG_CARBON_TOTAL_LU,mean_CHG_PARAFFIN_RATE,mean_CHG_WC_RATE,mean_CHG_CO_RATE,mean_CHG_VC_RATE,mean_CHG_CR2N_RATE,mean_CHG_NI_RATE,mean_CHG_MO2C_RATE,mean_CHG_TANBC60_RATE,mean_CHG_TIC_RATE,mean_CHG_%CTOT_LU,mean_CHG_CO%,mean_CHG_VC%,mean_CHG_CR2N%,mean_CHG_TIC%,mean_CHG_WC%,mean_CHG_4PS (G),mean_CHG_LOSS-VAC,mean_CHG_4PS (S),mean_CHG_HC,mean_CHG_CONTR 25,mean_CHG_CONTR 75,mean_CHG_CONTR125,mean_CHG_MO2C%,mean_CHG_NI%,mean_CHG_FS_AS_V,mean_CHG_%O_V,mean_Co_FS_AS_V,mean_Co_%O_V,mean_VC_FS_AS_V,mean_VC_%CTOT_V,mean_VC_%CFREE_V,mean_VC_%O_V,mean_VC_%CTOT_LU,mean_WC_FS_AS_V,mean_WC_FSASTM_V,mean_WC_%CTOT_V,mean_WC_%CFREE_V,mean_WC_%O_V,mean_WC_DPRESS_V,mean_WC_%CTOT_LU,mean_WC_D10_ASTM,mean_WC_D50_ASTM,mean_WC_D90_ASTM,mean_CHG_RESTRICT-USE,mean_CHG_FE%,mean_CHG_FE_RATE,total_pct_Par
1100,1001.0,6,0.767260677,151.89563,73.0,777.036337,WC,772.1440756,CHG,99.48434686,0.014301979,5.857657418,1.943233304,91.53840488,6.503291561,0.172992016,0.36747133,1.069744689,0.109232362,0.031240144,0.332060865,5.854395165,3.09393782,0.059110017,0.098831649,0.0,96.66661942,147.5444387,1.839012672,142.9396607,288.1711918,0.126312015,0.0,0.0,0.030127037,0.342305685,1.421803101,0.286444471,1.30189679,0.452040386,,,,,,4.687447441,3.787972999,6.120729322,0.01,0.019905773,8.836391332,6.129675138,1.903308437,5.389536381,9.78291172,,,,
1101,1001.0,6,0.789407902,155.1857173,73.0,778.0,WC,777.5763996,CHG,96.5714021,0.010926816,5.856937944,1.928602445,91.54052042,6.39113909,0.172349934,0.364999892,1.080893407,0.111644864,0.03254286,0.332532355,5.881336324,3.087780958,0.059418109,0.100835773,0.000750438,96.65130079,149.1569356,1.813372319,142.7105435,288.8994301,0.087944456,0.077738436,0.0,0.031118708,0.335088359,1.391512042,0.289774268,1.303646836,0.448117366,,,,,,4.685898849,3.7726101,6.119360211,0.010387268,0.020103212,8.831144286,6.129845688,1.91227802,5.396904031,9.787470583,,,,
1102,1004.0,5,0.960348639,247.4867604,66.63873402,689.0909024,WC,689.8019321,CHG,152.8353127,0.00497622,5.877022681,1.997945689,92.7449208,4.679020146,0.138860315,0.51,1.86,0.129742953,,,5.76027944,6.119370047,0.09555058,0.327278496,0.00158898,92.35028593,119.458747,1.813592016,104.4081638,336.3248737,7.093133201,1.598143747,1.668760616,0.131802508,1.855550023,1.492954819,0.218750602,1.196432059,0.486914788,,,,,,4.72294732,3.873087063,6.120223004,0.010031993,0.020050021,8.85105924,6.120715379,2.012847738,5.666674263,9.652732052,,,,
1103,1003.0,7,1.501551852,250.3916265,66.34888714,692.8898028,WC,396.8594254,WC,293.4846038,0.0,5.81698735,1.899128352,91.96732009,5.982885595,0.116546536,0.427323509,1.429291767,0.10491066,,,5.795629199,6.865873188,0.083699576,0.280910538,0.00053424,91.95389587,136.0507546,1.737326755,120.1996746,292.2615883,6.515259194,1.620006765,1.612673663,0.105295726,1.431798439,1.468156677,0.230426988,1.201629211,0.493059974,,,,,,4.738030366,3.891655149,6.115216392,0.01,0.019830878,8.845287633,6.120776202,1.939670896,5.678970889,10.33413024,,,,
1104,1004.0,6,1.026332816,248.4160497,66.51877045,680.9586585,WC,683.6546672,CHG,99.15054361,0.0,5.815780564,1.899986089,91.96115858,5.947583312,0.117675252,0.428624451,1.441093446,0.101535737,,,5.756006807,6.872074802,0.082503613,0.277724722,0.003297558,91.81351807,135.1046128,1.73537732,119.9254701,291.2131191,6.422740472,1.721878916,1.638453932,0.104754184,1.430666262,1.42210735,0.230743416,1.206016281,0.490081952,,,,,,4.730974187,3.935130359,6.110882534,0.010042463,0.02010194,8.82703602,6.12094297,1.855512517,5.594698214,11.14213686,,,,
1105,1004.0,6,1.026247249,254.5156362,65.76701547,692.5585387,WC,684.8307874,CHG,97.0300869,0.0,5.818107271,1.900514383,92.01051094,5.928415182,0.117603932,0.427172367,1.437060754,0.102802601,,,5.736564904,6.771850772,0.081931367,0.27833428,0.002269389,91.91065555,133.1527464,1.738553425,121.4059616,294.70878,6.499204285,1.577353991,1.614864548,0.103046584,1.448821172,1.387094698,0.236932442,1.200465793,0.492636449,,,,,,4.731922317,3.935006807,6.110028149,0.01025744,0.019938599,8.834024514,6.119812615,1.871090822,5.610173555,10.62233923,,,,
1106,1003.0,7,1.115092033,250.1610873,66.24894222,687.8855258,WC,670.4429024,CHG,102.3045677,0.006108892,5.813492186,1.889027521,91.98181824,5.960038237,0.117638777,0.433029705,1.43026646,0.103722517,,,5.7421767,6.779772851,0.080981157,0.276226129,0.0,91.82182432,136.0986141,1.754864548,120.6767234,296.3191141,6.325231891,1.614128036,1.476715758,0.101633643,1.418593655,1.415563839,0.231381109,1.195242432,0.488888988,,,,,,4.721692453,3.959873636,6.120065319,0.010253986,0.019890243,8.830826666,6.119254955,1.838773685,5.5944575,11.10923866,,,,
1107,1004.0,6,1.055653169,249.0317669,66.26015793,692.4518983,WC,687.4352655,CHG,99.76916464,0.007950217,5.817164081,1.871007162,91.9471053,5.878715131,0.116797907,0.427428352,1.450647488,0.102506611,,,5.733980073,6.820348174,0.081210475,0.280278078,0.0,91.92904642,135.1086578,1.716328736,119.6188238,297.2544648,6.374850424,1.548536497,1.686852463,0.101953997,1.425317207,1.442332962,0.233107834,1.197220298,0.491644719,,,,,,4.746501669,3.956858647,6.119929734,0.010070628,0.02017416,8.832235191,6.120988868,1.83731405,5.550308646,10.2815499,,,,
1108,1002.0,7,1.523284948,245.841009,65.07252267,684.5576306,WC,354.6560189,WC,335.0782933,0.000246988,5.812855391,1.89978798,91.99848872,5.881940123,0.115322317,0.433921447,1.441983729,0.102210368,,,5.773519072,7.065108958,0.088603115,0.280699377,0.0,91.67655836,140.9649211,1.199720106,128.8600643,288.694582,1.940334637,0.0,0.467551573,0.101266365,1.428463426,1.42342051,0.230638748,1.198879241,0.486196767,,,,,,4.742427906,3.985181879,6.109548848,0.010382547,0.019816561,8.85174546,6.113965367,1.851698227,5.620061605,10.72295737,,,,
1109,1000.0,7,1.233744231,299.0186787,65.51908995,638.603117,WC,635.4415409,CHG,101.3228736,0.0,5.819390593,1.867393006,91.92634625,5.930739307,0.116083548,0.432048378,1.422742808,0.10176316,,,6.157650458,6.892479643,0.083429014,0.274412625,0.001523426,91.89611914,134.4009021,1.733515502,121.4972222,292.5446934,6.381538888,1.563601939,1.568634033,0.10261757,1.436695817,1.255023085,0.231031277,1.205713163,0.487427121,,,,,,4.76700447,4.005328135,6.099831522,0.010383486,0.019888717,8.874709534,6.110558153,1.880727418,5.613399833,11.05929698,,,,
1110,1001.0,6,1.219492785,149.7574753,72.46540954,774.097058,WC,567.377359,WC,212.5680674,0.0,5.785550428,1.837588232,91.32815924,6.510474817,0.11663417,0.422017718,1.48723209,0.098060095,,,9.971298552,4.705661143,0.141305282,0.514473997,0.0,92.72449108,97.71462389,1.977575314,87.0,428.1168614,3.003113961,0.0,0.0,0.132076741,1.857811418,1.286776558,0.241569213,1.102561609,0.492974334,,,,,,4.805974502,3.930709357,6.105736541,0.01,0.020074653,8.856040946,6.113308088,1.868179467,5.635790542,10.84133956,,,,
1111,1003.0,6,1.041812087,249.4538186,64.9745984,689.0603508,WC,690.4083155,CHG,100.1046334,0.019713459,5.809396226,1.889328161,91.64469875,6.234177034,0.123768463,0.394824487,1.393600383,0.09837986,0.069388861,0.1014345,5.766615476,7.01017459,0.086853869,0.255621287,0.032716744,91.70573466,125.1330453,1.415344924,119.0893539,298.5230394,6.389408156,1.577105338,1.505305752,0.096443991,1.37153953,1.415612428,0.22072629,1.104255412,0.48636846,,,,,,4.807702664,3.735816495,6.119157491,0.01,0.019862985,8.821883548,6.121068726,1.818278537,5.594143838,10.22398768,,,,
1112,1002.0,8,1.547530492,245.3720619,65.30188571,692.9756476,WC,418.5314998,WC,269.1801383,0.028649026,5.812939079,1.888393813,91.74342178,6.293254839,0.122936313,0.39724202,1.388650633,0.097341076,0.068170486,0.101448305,5.710615277,7.161404958,0.093873427,0.25774954,0.031061921,91.47574128,135.3233265,0.922228945,127.1741128,291.2796248,2.496418945,0.087123932,0.495746931,0.096296448,1.387921224,1.412414875,0.220449781,1.095706615,0.489108014,,,,,,4.745036608,3.781551282,6.119109556,0.010196506,0.020023107,8.813750399,6.120323479,1.834708372,5.597320142,10.22783454,,,,
1113,1002.0,7,1.09858815,253.8047909,64.30468626,691.3086393,WC,688.34409,CHG,99.11134782,0.024429621,5.813271085,1.881315871,91.80947964,6.217886426,0.123415723,0.392910902,1.427152441,0.08741757,0.071695002,0.101087209,5.68314231,7.180092591,0.095326395,0.257545078,0.037010149,91.50811197,133.2347886,0.857250368,125.2894024,285.0264463,1.693726875,0.0,0.283681507,0.087155434,1.403177975,1.470104536,0.217531655,1.097285227,0.490675968,,,,,,4.573586128,3.842936621,6.119679,0.01,0.01986672,8.818757388,6.119271367,1.871712898,5.580406535,10.32217116,,,,
1114,1002.0,6,1.033303792,251.3328095,64.74859373,691.6902361,WC,683.6162038,CHG,101.3642563,0.026705714,5.812810122,1.872519694,91.85218931,6.055295934,0.123860082,0.391457278,1.44999446,0.083439315,0.070185124,0.097626134,5.700064091,7.136619434,0.095528051,0.251601516,0.030816094,91.53288615,131.0300848,0.872984385,125.642773,285.212868,1.653595132,0.0,0.479940571,0.08357489,1.416591069,1.421195652,0.223441486,1.10171616,0.486874891,,,,,,4.571928761,3.854506945,6.119451316,0.010279596,0.020177247,8.818929155,6.120236875,1.858134212,5.567238682,10.39130314,,,,
1115,1002.0,7,1.32234399,254.1298253,65.68630352,684.7318141,WC,583.8055231,WC,106.0114194,0.025040837,5.811426714,1.847635678,91.81874812,6.165154544,0.123392624,0.389011416,1.437294144,0.084572915,0.067859221,0.096668025,5.755475728,7.232688468,0.095119263,0.251623201,0.035506934,91.60014261,130.6305704,0.872891483,125.5971141,286.2167582,1.535970802,0.121911062,0.30309594,0.082242992,1.415345326,1.480571544,0.217725115,1.095395454,0.488962714,,,,,,4.529084585,3.863501306,6.102972959,0.010389703,0.019999853,8.845255667,6.120668603,1.86515248,5.601214272,10.16409771,,,,
1116,1002.0,6,1.035570237,248.2382219,64.95675575,683.870051,WC,683.48866,CHG,102.6919686,0.032275941,5.813479239,1.861711035,91.77462696,6.143142376,0.123792491,0.386155416,1.415689164,0.083622118,0.069663083,0.10249631,5.697188262,7.16989454,0.092416711,0.257967006,0.034112233,91.60230987,130.6610589,0.859167777,124.9247378,290.9457122,1.634914997,0.094877688,0.308659487,0.084240921,1.443290857,1.432420189,0.218516203,1.102111967,0.486432947,,,,,,4.552183656,3.855319703,6.100192374,0.010389793,0.020012534,8.85310745,6.119126308,1.86211003,5.592082148,10.31600437,,,,
1117,1001.0,7,1.468733573,251.5999392,64.98232321,691.5398248,WC,479.4002752,WC,210.5759449,0.018206933,5.809638545,1.884935778,91.81701493,6.116517721,0.124014525,0.39279535,1.431148745,0.08447574,0.068291256,0.097048938,5.711684721,7.108935193,0.095666521,0.257838765,0.030114469,91.55849445,133.0122274,0.865210783,125.7603973,288.3606687,1.52945897,0.0445614,0.385792431,0.084263574,1.434786687,1.47829629,0.223301352,1.096569982,0.488502571,,,,,,4.577360139,3.850761166,6.099609397,0.01,0.020115129,8.843185041,6.120302258,1.862978964,5.590589346,10.38730777,,,,
1118,1002.0,6,1.057511108,254.7136212,64.38158923,689.5590087,WC,691.804714,CHG,97.02925357,0.026967799,5.81318317,1.868130864,91.80994728,6.05444069,0.122172453,0.390839239,1.421866849,0.081657566,0.070198261,0.100183378,5.736011907,7.157511868,0.093676521,0.257102863,0.033870556,91.54739117,133.3724843,0.856346995,124.9274658,289.5159494,1.556005276,0.076397307,0.279180936,0.083786693,1.427538804,1.453028744,0.223784403,1.094131239,0.492685351,,,,,,4.650381206,3.850917991,6.100888034,0.010139108,0.019935387,8.823695373,6.119181516,1.880839663,5.550463866,10.56655369,,,,
1119,998.0,8,1.393028421,294.1796661,64.47968305,644.9557695,WC,602.024629,CHG,99.62462801,0.026047637,5.811152666,1.854500859,91.76092447,6.138769419,0.12220271,0.387909538,1.424967302,0.082616373,0.069296296,0.096542736,6.116724962,7.210994954,0.093817053,0.253352845,0.033830854,91.59060184,131.2768399,0.869971191,125.1462832,290.0884574,1.721713498,0.108011619,0.507417914,0.082441241,1.440524369,1.151295709,0.222742906,1.105730799,0.49367223,,,,,,4.638285692,3.862755541,6.100413891,0.01,0.020182501,8.825637528,6.120617701,1.858133809,5.544853757,10.23025026,,,,
1120,1002.0,6,1.06750023,244.7225518,65.65429301,692.0462985,WC,693.6688366,CHG,101.5807199,0.010872321,5.827428724,1.821175699,92.15734126,5.791976041,0.138638252,0.397588624,1.405655503,0.090730154,0.010058596,,5.865143809,6.987660586,0.103852776,0.262180212,0.0,91.7998091,132.9776233,1.06490808,117.4582299,304.0707955,2.07179585,0.0,0.401287104,0.090796188,1.416445943,2.471746885,0.156535695,1.304363414,0.497348761,,,,,,4.708638453,3.777050488,6.100664945,0.010364468,0.019870562,8.834863755,6.119463113,1.826578528,5.644109937,11.06018215,,,,
1121,1002.0,7,1.447596245,244.2605043,65.06976932,691.2185496,WC,480.1219358,WC,203.5750226,0.001133194,5.828385924,1.837821087,92.17187424,5.743705231,0.138550748,0.398222297,1.43408822,0.091705418,0.010705392,,5.84717522,6.941334482,0.104102337,0.25622277,0.002019009,91.77450859,133.4506977,1.086193855,117.3556145,305.0826684,2.121378709,0.0,0.438763602,0.090144151,1.421110481,2.523737146,0.151930605,1.304363276,0.49648139,,,,,,4.638478276,3.695479824,6.093308074,0.031325242,0.019813959,8.847474596,6.106495371,1.566528969,4.980160274,9.654918839,,,,
1122,1002.0,6,1.067075761,251.7824804,64.72197622,684.4837949,WC,688.9274156,CHG,98.06048611,0.0,5.833122109,1.845560684,92.22985722,5.743210196,0.140620364,0.399140028,1.421586846,0.090145247,0.011475826,,5.803001486,6.970905015,0.103175454,0.2622862,0.003079264,91.80478246,131.0067345,1.082444786,118.5808509,304.1783601,2.106788104,0.0,0.518345905,0.088773582,1.424595674,2.506573676,0.154917085,1.303419222,0.497247095,,,,,,4.605189997,3.642379515,6.09076574,0.040339983,0.019928817,8.852667628,6.099537461,1.445299629,4.714708326,8.814184262,,,,
1123,1002.0,7,1.474331564,247.661617,64.47166968,691.6597013,WC,490.001713,WC,191.2801017,0.009454352,5.832803459,1.831117177,92.19158318,5.742665077,0.140648567,0.399042107,1.421843564,0.088600405,0.01,,5.855111885,6.977368081,0.10343843,0.25787768,0.0,91.83678859,133.2279281,1.09396579,117.9922725,305.1409682,1.930071303,0.0,0.519254844,0.089468472,1.4403409,2.461288213,0.155064499,1.304389644,0.49884525,,,,,,4.57133592,3.657832917,6.098744554,0.03752484,0.019859221,8.835879755,6.106099017,1.496995701,4.863249324,9.417898151,,,,
1124,1002.0,7,1.454531641,250.5825694,65.47496869,683.9732112,WC,502.6313625,WC,178.5040193,0.002293442,5.828845269,1.849678287,92.20878586,5.768159958,0.140220562,0.403782494,1.412790984,0.09179413,0.01014947,,5.886348525,6.960685204,0.103787161,0.258683059,0.000163543,91.8168145,132.7189696,1.088552452,117.5047111,301.8511686,1.91195558,0.0,0.537055043,0.092083342,1.425639592,2.481404284,0.152873158,1.300315622,0.503332772,,,,,,4.613250912,3.693817057,6.119831805,0.032769475,0.019872514,8.809850137,6.12090678,1.604426917,5.466845293,10.44425169,,,,
1125,1002.0,7,1.100707591,255.910252,65.7099584,689.467363,WC,690.9202274,CHG,97.94866573,0.019811835,5.831686441,1.813693922,92.29960174,6.205465497,0.132395993,0.392009686,0.979360255,0.077705407,0.021153104,,5.811129435,7.192851069,0.100154324,0.255761634,0.0,91.75765786,137.2286453,1.058670111,119.0011229,302.4995328,1.472773198,0.0,0.519543752,0.076598462,0.997352896,2.439945342,0.181870815,1.305363684,0.499159677,,,,,,4.673323315,3.548633298,6.120706202,0.040011524,0.019828944,8.894162315,6.12573523,1.60810548,5.791917981,10.53689453,,,,
1126,1002.0,6,1.057930577,253.9875007,64.57394627,693.043695,WC,694.3936004,CHG,99.70281769,0.031055424,5.834498338,1.774801403,92.26303927,6.658435718,0.126167348,0.378020905,0.479602461,0.06183637,0.022747144,,5.81512996,7.534351087,0.094996639,0.243805448,0.002312737,91.83229282,140.0203763,1.04276069,121.0097027,303.1991293,0.952094873,0.0,0.411972071,0.064338693,0.468986411,2.408249991,0.219447931,1.298365903,0.501453324,,,,,,4.696376668,3.564110683,6.119908278,0.04016384,0.019834116,8.903212079,6.125468538,1.62663935,5.767880586,11.57793148,,,,
1127,1001.0,8,1.434025403,248.1987926,64.88568225,691.3256768,WC,534.8799559,WC,146.9690112,0.021350627,5.835907708,1.750086044,92.24398872,6.621388948,0.12559179,0.379673465,0.474880708,0.064030763,0.025423069,,5.816983334,7.505189955,0.097556168,0.252120845,0.000189829,91.89756969,139.0598869,1.022472384,120.4967469,303.7172482,0.95485087,0.0862901,0.459124301,0.063362323,0.490555074,2.41836579,0.216822148,1.304106612,0.500180556,,,,,,4.665566868,3.536978993,6.111351073,0.040084963,0.019829951,8.883925433,6.125334061,1.633227749,5.783050687,11.0150721,,,,
1128,1003.0,6,1.052737767,249.7424615,65.9231327,687.1001315,WC,685.7499168,CHG,100.7225241,0.021591989,5.833277512,1.750428774,92.2618248,6.63331639,0.126254972,0.382387447,0.485571503,0.06207116,0.022180376,,5.868648202,7.193209815,0.086299273,0.244868777,0.0341843,92.1392819,130.5401699,1.742626769,111.7467847,308.4350704,0.0,0.0,0.042206452,0.062019618,0.472073266,2.412510755,0.216967557,1.300686791,0.498787087,,,,,,4.686836798,3.53639712,6.110867746,0.040094231,0.020109631,8.882461876,6.124457293,1.619784622,5.761880228,11.01348623,,,,
1129,1003.0,7,1.476493072,249.8460013,65.99880101,686.4628772,WC,472.0235757,WC,222.2031454,0.021754087,5.833539422,1.745017006,92.27325914,6.66530361,0.126123765,0.381219531,0.494031066,0.063088204,0.024968522,,5.802168363,7.22320049,0.08801452,0.248753542,0.034193376,92.12588107,130.7167647,1.731276122,111.7410145,314.021313,0.105672445,0.095138511,0.0,0.062728834,0.498675942,2.375029264,0.217948388,1.295072893,0.500220694,,,,,,4.658706163,3.556031878,6.110298679,0.040077924,0.020061082,8.86683717,6.124518016,1.619188565,5.750183188,7.829324248,,,,
1130,1003.0,6,1.041981863,252.2385738,66.23455665,691.531778,WC,681.5920413,CHG,102.0332412,0.032312343,5.837516062,1.765000183,92.2905376,6.635832608,0.126452747,0.377529174,0.48220481,0.063162134,0.023258654,,5.864470712,7.183368617,0.089499696,0.247445356,0.031518997,92.04716596,128.4170977,1.729945082,112.7967144,313.2999423,0.0,0.0,0.0,0.061950798,0.482160533,2.419461532,0.219440509,1.29614391,0.496997072,,,,,,4.725807315,3.537903017,6.110104834,0.040028619,0.020102201,8.828720348,6.124591957,1.62889327,5.781184137,1.07,,,,
1131,1003.0,6,1.03034156,245.6507043,66.58740356,682.4589434,WC,688.7953976,CHG,101.9356242,0.028019994,5.840114655,1.747148477,92.24738452,6.585665129,0.126914184,0.379965456,0.480455277,0.063941768,0.02114084,,5.843596825,7.17388218,0.086892005,0.247391653,0.03482059,92.09733547,129.3481298,1.758690852,111.8184164,310.1605109,0.0,0.10789394,0.0,0.062161565,0.491358348,2.39513952,0.221820616,1.305702749,0.49838427,,,,,,4.713604751,3.540595539,6.110244366,0.040102667,0.019903912,8.828266796,6.126038514,1.609771989,5.775950224,1.07,,,,
